geo_id,covariate,lag_weeks,n_obs,pearson_corr,spearman_corr
DHA_METRO,dewpoint,1,184,0.38215992469389726,0.5120395618353139
DHA_METRO,dewpoint,2,184,0.430641393813169,0.5908516264292298
DHA_METRO,dewpoint,3,184,0.47250445446184847,0.6574024177773891
DHA_METRO,dewpoint,4,184,0.5079653995339428,0.7212510298506699
DHA_METRO,dewpoint,5,184,0.5325120627810145,0.7709531542594437
DHA_METRO,dewpoint,6,184,0.5486185384194716,0.8129751383216453
DHA_METRO,dewpoint,7,184,0.5555464088951398,0.8321119726747137
DHA_METRO,dewpoint,8,184,0.5513561656416166,0.8366034607149113
DHA_METRO,dewpoint,9,184,0.5394179672440158,0.8252211680589057
DHA_METRO,dewpoint,10,184,0.5194603606232728,0.7943556918765745
DHA_METRO,dewpoint,11,184,0.49847371758736964,0.7543619863036138
DHA_METRO,dewpoint,12,183,0.48089457935461233,0.721371955448429
KHU,dewpoint,0,184,0.1216128874797695,0.2368587324890979
KHU,dewpoint,1,184,0.18880306706705163,0.32231088367693017
KHU,dewpoint,2,184,0.2510255116199849,0.40377427128394267
KHU,dewpoint,3,184,0.30535205615643146,0.4951985249850032
KHU,dewpoint,4,184,0.3526804589126795,0.5578545892772923
KHU,dewpoint,5,184,0.3937841032185089,0.6210814274413603
KHU,dewpoint,6,184,0.42458805393890264,0.6819839023882224
KHU,dewpoint,7,184,0.4453522769084297,0.713878305334621
KHU,dewpoint,8,184,0.45769537424213186,0.7409571152476396
KHU,dewpoint,9,184,0.4637264440414954,0.7574940280426302
KHU,dewpoint,10,184,0.46316437854119324,0.7683012444902986
KHU,dewpoint,11,184,0.4603716307019363,0.759947407030884
KHU,dewpoint,12,183,0.4587132639116352,0.7582818133433744
MYM,dewpoint,0,184,0.2841672820116013,0.38174797632543017
MYM,dewpoint,1,184,0.3364834113851934,0.4668554187418558
MYM,dewpoint,2,184,0.38263723492032614,0.5299573094998968
MYM,dewpoint,3,184,0.4219138578435462,0.6034157068762778
MYM,dewpoint,4,184,0.45333152056579357,0.6559522377087204
MYM,dewpoint,5,184,0.4791692177803132,0.6966742229929571
MYM,dewpoint,6,184,0.4992470138283558,0.7361009970238634
MYM,dewpoint,7,184,0.5099987593769807,0.7705562190649996
MYM,dewpoint,8,184,0.5096500507674064,0.7766118908661108
MYM,dewpoint,9,184,0.49934373437610935,0.7656502360710554
MYM,dewpoint,10,184,0.48113997648599,0.7506269915740423
MYM,dewpoint,11,184,0.4576614557751838,0.7160996146072092
MYM,dewpoint,12,183,0.4395036776230349,0.7070810519875101
RAJ,dewpoint,0,184,0.17084193229088804,0.16677414289190395
RAJ,dewpoint,1,184,0.2382476531294681,0.25458161323558
RAJ,dewpoint,2,184,0.30155795212602393,0.3394879290205783
RAJ,dewpoint,3,184,0.356195824064441,0.4249023828761756
RAJ,dewpoint,4,184,0.40154459084184974,0.4986105057429986
RAJ,dewpoint,5,184,0.4411760349167799,0.5665075850999169
RAJ,dewpoint,6,184,0.4707379657172381,0.6233936421603135
RAJ,dewpoint,7,184,0.4871353873032553,0.6627308911390553
RAJ,dewpoint,8,184,0.4922915577404657,0.6774138513496718
RAJ,dewpoint,9,184,0.4904414835133423,0.6824060969915101
RAJ,dewpoint,10,184,0.4823746341851785,0.6924630531981949
RAJ,dewpoint,11,184,0.4693864240222339,0.6897514941196836
RAJ,dewpoint,12,183,0.4581867820629541,0.6915369990188793
RAN,dewpoint,0,184,0.31723485429853665,0.29775507236110677
RAN,dewpoint,1,184,0.35822229119316173,0.39452656382304624
RAN,dewpoint,2,184,0.38806183315895326,0.4505047152398486
RAN,dewpoint,3,184,0.415363149593319,0.5076238210107548
RAN,dewpoint,4,184,0.43697595039767206,0.5756369148490071
RAN,dewpoint,5,184,0.45239454408393925,0.6213450444672538
RAN,dewpoint,6,184,0.4573821524574219,0.6488668749835065
RAN,dewpoint,7,184,0.45978430708933055,0.6844174514473788
RAN,dewpoint,8,184,0.45145530006257895,0.702912549378664
RAN,dewpoint,9,184,0.43533632064001104,0.6926549850820681
RAN,dewpoint,10,184,0.41605798041395137,0.6783285505182322
RAN,dewpoint,11,184,0.38847993967282185,0.6637397420013637
RAN,dewpoint,12,183,0.36459492212318395,0.6511288457691752
SYL,dewpoint,0,184,0.28804273077367604,0.19884832224110993
SYL,dewpoint,1,184,0.318792669789272,0.2820091958925705
SYL,dewpoint,2,184,0.3445827171260292,0.35039943866063394
SYL,dewpoint,3,184,0.3628851370825905,0.41909130254348687
SYL,dewpoint,4,184,0.37779991082116815,0.4751236072931676
SYL,dewpoint,5,184,0.3831715632589172,0.5064906772011629
SYL,dewpoint,6,184,0.3895867055893197,0.5667071766514488
SYL,dewpoint,7,184,0.38962748155341753,0.5930126860742098
SYL,dewpoint,8,184,0.375713187724808,0.5770143192130774
SYL,dewpoint,9,184,0.36459195509493586,0.60534301733244
SYL,dewpoint,10,184,0.34126134853023266,0.5886093698813902
SYL,dewpoint,11,184,0.31740394597672167,0.5681532990739878
SYL,dewpoint,12,183,0.2987622217619017,0.5605753010324902
BAR,gust10,0,184,0.02153727225321311,-0.15950703112213951
BAR,gust10,1,184,0.07033359471315931,-0.0946103378938722
BAR,gust10,2,184,0.11190199757160214,-0.035140105188224136
BAR,gust10,3,184,0.14825940265195053,0.025835293733060247
BAR,gust10,4,184,0.18409888647079825,0.0889473469156908
BAR,gust10,5,184,0.22737148177432276,0.13101091918345512
BAR,gust10,6,184,0.2539384977179533,0.19014285676214146
BAR,gust10,7,184,0.2850214882970312,0.23250741720956564
BAR,gust10,8,184,0.31111525282041447,0.25630671468592636
BAR,gust10,9,184,0.30439002424165273,0.2667543817377036
BAR,gust10,10,184,0.3140519722204528,0.289187413446461
BAR,gust10,11,184,0.3202584987124144,0.30705073565762453
BAR,gust10,12,183,0.3377767820895396,0.34699902470868366
CHA,gust10,0,184,-0.03428574720034905,-0.14879401765400657
CHA,gust10,1,184,0.02697585094668365,-0.08909221575904827
CHA,gust10,2,184,0.07547944030020824,-0.005500584553593636
CHA,gust10,3,184,0.13263951440287794,0.07324158381956641
CHA,gust10,4,184,0.19311453787492494,0.15457946570908815
CHA,gust10,5,184,0.24808275778019548,0.2163736538861112
CHA,gust10,6,184,0.3041050197105928,0.29896378101533905
CHA,gust10,7,184,0.3390709093469791,0.3354858119870978
CHA,gust10,8,184,0.3696297210415304,0.398923426907735
CHA,gust10,9,184,0.3804600134098763,0.42906726065542344
CHA,gust10,10,184,0.40024378075959904,0.4454232765029986
CHA,gust10,11,184,0.42942924923052034,0.48276463828697275
CHA,gust10,12,183,0.4407500826504897,0.5287083990304714
DHA_DIV,gust10,0,184,-0.04634314214917444,-0.06017646949879421
DHA_DIV,gust10,1,184,0.011628898376358419,0.008771929826530876
DHA_DIV,gust10,2,184,0.061226381228514926,0.08800147565190182
DHA_DIV,gust10,3,184,0.12491873414471072,0.16802374501350717
DHA_DIV,gust10,4,184,0.18834663363528917,0.24930769539649889
DHA_DIV,gust10,5,184,0.24943268899404789,0.3292913979592903
DHA_DIV,gust10,6,184,0.29545199930893723,0.41015045767505365
DHA_DIV,gust10,7,184,0.33414075384754244,0.4696176074845575
DHA_DIV,gust10,8,184,0.3652324287473997,0.5235455597195688
DHA_DIV,gust10,9,184,0.3808815508846992,0.5554973886331233
DHA_DIV,gust10,10,184,0.40749887238714066,0.579981073077717
DHA_DIV,gust10,11,184,0.42712331214506677,0.605544468148962
DHA_DIV,gust10,12,183,0.44863194068353635,0.6584292799875837
DHA_METRO,gust10,0,184,-0.04227836174817127,-0.037734304291237815
DHA_METRO,gust10,1,184,0.009966867220677805,0.0273690101581832
DHA_METRO,gust10,2,184,0.05758407914366204,0.10383318192770305
DHA_METRO,gust10,3,184,0.12896401477875685,0.1771361449795413
DHA_METRO,gust10,4,184,0.19670289091882967,0.2504274287797889
DHA_METRO,gust10,5,184,0.25809291542923724,0.3268502243750704
DHA_METRO,gust10,6,184,0.30211035500045347,0.3978990269350612
DHA_METRO,gust10,7,184,0.3324569108626807,0.46375793957748684
DHA_METRO,gust10,8,184,0.3605594466329395,0.5104355099030232
DHA_METRO,gust10,9,184,0.37705082815127594,0.5374512312561723
DHA_METRO,gust10,10,184,0.40365487930985,0.5609353309332373
DHA_METRO,gust10,11,184,0.41638026322540295,0.5837634159542731
DHA_METRO,gust10,12,183,0.43367474498420255,0.6276387377781928
KHU,gust10,0,184,-0.16051647222544654,-0.18496176339091833
KHU,gust10,1,184,-0.11768084739345591,-0.12219829693801547
KHU,gust10,2,184,-0.06380896782844046,-0.06634079768480222
KHU,gust10,3,184,-0.021967541671603183,0.02985539807089943
KHU,gust10,4,184,0.02978561026219336,0.10375721156435465
KHU,gust10,5,184,0.09301393781234972,0.17511387136649062
KHU,gust10,6,184,0.14362410446789975,0.2413521131817367
KHU,gust10,7,184,0.1978285780979995,0.3076975005972132
KHU,gust10,8,184,0.23953869562245736,0.36512415204583737
KHU,gust10,9,184,0.26903823864479387,0.4086231500098145
KHU,gust10,10,184,0.2969545245911218,0.441483764134438
KHU,gust10,11,184,0.33373856949989916,0.4813079997837242
KHU,gust10,12,183,0.36291537937320295,0.5283807263386903
MYM,gust10,0,184,-0.07788640560382304,-0.14998496833163394
MYM,gust10,1,184,-0.027719424957639734,-0.0651640777756752
MYM,gust10,2,184,0.024271575974848036,-0.001971549611263038
MYM,gust10,3,184,0.07590531855760474,0.095987603427882
MYM,gust10,4,184,0.1320621835135455,0.15210926965269847
MYM,gust10,5,184,0.2175504382979926,0.24391477470074305
MYM,gust10,6,184,0.264216597010857,0.3184927278152117
MYM,gust10,7,184,0.29182460066591587,0.37826857141817755
MYM,gust10,8,184,0.3074994190082479,0.4362056692636664
MYM,gust10,9,184,0.3276282750083304,0.4627610781855174
MYM,gust10,10,184,0.34777053588569257,0.5009148238947668
MYM,gust10,11,184,0.37098932340899876,0.5319182746799399
MYM,gust10,12,183,0.4028683447545236,0.5763324670199431
RAJ,gust10,0,184,-0.15071893872547645,-0.29358183540393756
RAJ,gust10,1,184,-0.10648153836656274,-0.22876943551144874
RAJ,gust10,2,184,-0.049003515949804045,-0.15880860791678256
RAJ,gust10,3,184,-0.008293898673049244,-0.08870916463831485
RAJ,gust10,4,184,0.05296818398668868,0.009919680873374716
RAJ,gust10,5,184,0.10915756232225614,0.08697753532951098
RAJ,gust10,6,184,0.17087375186841655,0.1449593562370652
RAJ,gust10,7,184,0.23160076485950462,0.21785893623427482
RAJ,gust10,8,184,0.2459620619373019,0.2739066371582871
RAJ,gust10,9,184,0.2836421489601518,0.325105063775045
RAJ,gust10,10,184,0.3012690061491563,0.3671709515813313
RAJ,gust10,11,184,0.3244437990674948,0.4132331819659507
RAJ,gust10,12,183,0.37321937108851844,0.46339006677091793
RAN,gust10,0,184,-0.07086407644118399,-0.2265469226914489
RAN,gust10,1,184,-0.042046545099969336,-0.16158114829292608
RAN,gust10,2,184,0.003485734776526556,-0.10189363463935244
RAN,gust10,3,184,0.042795834053592816,-0.03690817454632576
RAN,gust10,4,184,0.09287571067002434,0.03173163592612121
RAN,gust10,5,184,0.13148453333223148,0.1191392883845295
RAN,gust10,6,184,0.18969404078020805,0.16348780161455534
RAN,gust10,7,184,0.21003136499556452,0.2312574961958414
RAN,gust10,8,184,0.2214080418908134,0.27917175089272234
RAN,gust10,9,184,0.24558928815524528,0.35064696411800195
RAN,gust10,10,184,0.2503854254574884,0.3752886765862773
RAN,gust10,11,184,0.2778274471418957,0.4273755212700164
RAN,gust10,12,183,0.28989800391527526,0.45140905725503494
SYL,gust10,0,184,0.025439138025605334,-0.23468489216883417
SYL,gust10,1,184,0.05829299602138389,-0.15596551824145344
SYL,gust10,2,184,0.0809732159256915,-0.07461191304730909
SYL,gust10,3,184,0.11664772507972536,-0.04700900177122468
SYL,gust10,4,184,0.1535442937217463,0.01567820668133083
SYL,gust10,5,184,0.19458973686347672,0.09711580512321033
SYL,gust10,6,184,0.20678870750175182,0.16761992005903376
SYL,gust10,7,184,0.2006783630805716,0.24227652325527615
SYL,gust10,8,184,0.20498322574177744,0.24414557932096936
SYL,gust10,9,184,0.2247046595631165,0.30906154673748626
SYL,gust10,10,184,0.2157459742046888,0.31713394445154347
SYL,gust10,11,184,0.21285659406953078,0.3296755512135623
SYL,gust10,12,183,0.22427446082199018,0.40685644545871663
BAR,humidity,0,184,0.3173054428797875,0.4316363040520165
BAR,humidity,1,184,0.3527167052030661,0.47698325962116334
BAR,humidity,2,184,0.38230546787215275,0.5124842969659772
BAR,humidity,3,184,0.4087416595151226,0.5534901409986908
BAR,humidity,4,184,0.43237810002672744,0.585545446790126
BAR,humidity,5,184,0.4408857352831071,0.606669289850846
BAR,humidity,6,184,0.43405381932936304,0.6251803509209326
BAR,humidity,7,184,0.4154419346314035,0.6200538394667822
BAR,humidity,8,184,0.38444697565867564,0.5929998254326895
BAR,humidity,9,184,0.35376304400690617,0.5591097414730029
BAR,humidity,10,184,0.31308509750177044,0.5052729719636927
BAR,humidity,11,184,0.27534131702952774,0.46719398763121167
BAR,humidity,12,183,0.22464073153472483,0.4200355152000064
CHA,humidity,0,184,0.3421790580194549,0.46994829871401356
CHA,humidity,1,184,0.370641848403312,0.5178415199880082
CHA,humidity,2,184,0.3989796063653679,0.5602648815144117
CHA,humidity,3,184,0.427504155902895,0.6065141047049599
CHA,humidity,4,184,0.4553739433830836,0.6485844769460579
CHA,humidity,5,184,0.469470813296718,0.6662408894319195
CHA,humidity,6,184,0.473771694315113,0.6807568495881251
CHA,humidity,7,184,0.4643635427071293,0.6858776091428531
CHA,humidity,8,184,0.44326039387011207,0.6803974392046024
CHA,humidity,9,184,0.40990451469837236,0.6485417005291751
CHA,humidity,10,184,0.3727093182752838,0.600804945400688
CHA,humidity,11,184,0.3336951793034446,0.5507581924213638
CHA,humidity,12,183,0.2787755566959708,0.5010063580655448
DHA_DIV,humidity,0,184,0.2976021253512222,0.4682485445910655
DHA_DIV,humidity,1,184,0.32863113866490945,0.5027884855463005
DHA_DIV,humidity,2,184,0.36326827581033183,0.518857424775232
DHA_DIV,humidity,3,184,0.3989508374692212,0.5470215956984898
DHA_DIV,humidity,4,184,0.4304261975509317,0.5789005769827855
DHA_DIV,humidity,5,184,0.4393387560146667,0.5902182530761008
DHA_DIV,humidity,6,184,0.43028162392969815,0.5888646643724857
DHA_DIV,humidity,7,184,0.41196345257657085,0.5861905221661764
DHA_DIV,humidity,8,184,0.3782548426065162,0.5549884416364029
DHA_DIV,humidity,9,184,0.3432577379348573,0.512889888605057
DHA_DIV,humidity,10,184,0.30426558808746734,0.4532772103103136
DHA_DIV,humidity,11,184,0.27013767595422566,0.4053870784481457
DHA_DIV,humidity,12,183,0.22379977833191764,0.3449020644556094
DHA_METRO,humidity,0,184,0.31419304221392874,0.44003352052542005
DHA_METRO,humidity,1,184,0.3451741072296147,0.4811798325663664
DHA_METRO,humidity,2,184,0.3789652347053651,0.5053976439705569
DHA_METRO,humidity,3,184,0.41080946773618676,0.5287701755525501
DHA_METRO,humidity,4,184,0.4364785955548868,0.5608470555160053
DHA_METRO,humidity,5,184,0.4324515995001502,0.5752202163770077
DHA_METRO,humidity,6,184,0.4127376619745991,0.5762361353826644
DHA_METRO,humidity,7,184,0.39307429995409904,0.5725370986689808
DHA_METRO,humidity,8,184,0.3578659813681074,0.5488505916141878
DHA_METRO,humidity,9,184,0.32204119223803446,0.5113074907548308
DHA_METRO,humidity,10,184,0.27959697934263783,0.451778764802711
DHA_METRO,humidity,11,184,0.23933228720281227,0.4060167182127181
DHA_METRO,humidity,12,183,0.19481830806868666,0.3447334915071844
KHU,humidity,0,184,0.1651602474503357,0.3732883814294117
KHU,humidity,1,184,0.21317526158015526,0.40629439835675707
KHU,humidity,2,184,0.270533489891336,0.457175466836369
KHU,humidity,3,184,0.3169893737799615,0.5033601199386364
KHU,humidity,4,184,0.3636576690969166,0.5344991571653237
KHU,humidity,5,184,0.40477402748602964,0.5544605200581455
KHU,humidity,6,184,0.42870668585207533,0.5605191323187301
KHU,humidity,7,184,0.4334842124781071,0.5882199414168864
KHU,humidity,8,184,0.43140039494716237,0.5705577403277164
KHU,humidity,9,184,0.41393406579127,0.5380309323886753
KHU,humidity,10,184,0.394152679200885,0.5125256314400045
KHU,humidity,11,184,0.37193827610853336,0.5035080406404727
KHU,humidity,12,183,0.3471329711199744,0.46377973200578954
MYM,humidity,0,184,0.25715021694361945,0.34278225141182694
MYM,humidity,1,184,0.2652960586444409,0.34357606205814994
MYM,humidity,2,184,0.2881461658865004,0.3632166158838073
MYM,humidity,3,184,0.32083995165052087,0.41093964234503105
MYM,humidity,4,184,0.35365704959875977,0.41845812384571707
MYM,humidity,5,184,0.3738296995692619,0.43847117438001665
MYM,humidity,6,184,0.3693367746916709,0.4665203465126684
MYM,humidity,7,184,0.33897430568960846,0.47437899208793616
MYM,humidity,8,184,0.30467697133125693,0.4460599346798044
MYM,humidity,9,184,0.2659555646826276,0.4217039222187304
MYM,humidity,10,184,0.21803146936161105,0.3622196030109427
MYM,humidity,11,184,0.18441096458807668,0.3454264174259214
MYM,humidity,12,183,0.14738035748601902,0.3194586582364241
RAJ,humidity,0,184,0.175830746722903,0.34828765795853156
RAJ,humidity,1,184,0.20995626552018423,0.3852830896819801
RAJ,humidity,2,184,0.25890873444691737,0.42427530884076053
RAJ,humidity,3,184,0.29760118411389713,0.4365110448163701
RAJ,humidity,4,184,0.33981571962904444,0.4797795090617699
RAJ,humidity,5,184,0.3666733489560064,0.4958973176856485
RAJ,humidity,6,184,0.3796198610648622,0.5264352151142538
RAJ,humidity,7,184,0.3650320054935824,0.5364881819572451
RAJ,humidity,8,184,0.33358875483327627,0.4921582549348093
RAJ,humidity,9,184,0.30097997775661284,0.4479203779497083
RAJ,humidity,10,184,0.2691323628209535,0.3900277592561347
RAJ,humidity,11,184,0.244325329839978,0.3707609030373884
RAJ,humidity,12,183,0.21215650996227967,0.3328768498276047
RAN,humidity,0,184,0.2603560970907748,0.3301895912410598
RAN,humidity,1,184,0.2693504658207258,0.34293379464855767
RAN,humidity,2,184,0.2833589770680007,0.3532791283157679
RAN,humidity,3,184,0.30137788914279645,0.35403792624611535
RAN,humidity,4,184,0.3295561188429074,0.4001557491247613
RAN,humidity,5,184,0.3284927501929955,0.42219979566216004
RAN,humidity,6,184,0.3260166254525007,0.41977179929332076
RAN,humidity,7,184,0.2964325187333112,0.4386903149265161
RAN,humidity,8,184,0.2583934387948375,0.42293489188848415
RAN,humidity,9,184,0.21141095705328353,0.39803557949490903
RAN,humidity,10,184,0.1921692035092102,0.3636584661857059
RAN,humidity,11,184,0.14017334590961908,0.35416604200167207
RAN,humidity,12,183,0.09512842277162832,0.3232206443152994
SYL,humidity,0,184,0.2215547456417349,0.1793366363256396
SYL,humidity,1,184,0.2425623623307925,0.2514837661598291
SYL,humidity,2,184,0.25894068677440474,0.27071173366780965
SYL,humidity,3,184,0.2836554657658486,0.28367063276244064
SYL,humidity,4,184,0.3105716909971166,0.31554091888671304
SYL,humidity,5,184,0.3222161900153342,0.3339343167216658
SYL,humidity,6,184,0.30538889270815567,0.34641492097972354
SYL,humidity,7,184,0.2854154718480103,0.3804203711012165
SYL,humidity,8,184,0.2559849920124355,0.32194621471357737
SYL,humidity,9,184,0.21804616481465114,0.34019748966956326
SYL,humidity,10,184,0.14827836136042222,0.29746335831416665
SYL,humidity,11,184,0.12128961155525637,0.3007705520912914
SYL,humidity,12,183,0.0910806679785699,0.31016338844434815
BAR,rain,0,184,0.16848135829894656,0.18075468595317104
BAR,rain,1,184,0.20193552350531097,0.2469137145803481
BAR,rain,2,184,0.2325402387888431,0.315889090493687
BAR,rain,3,184,0.2623939653390487,0.3812297104954005
BAR,rain,4,184,0.30330040512504897,0.43191718874394014
BAR,rain,5,184,0.3442666783971779,0.47464172055621484
BAR,rain,6,184,0.35150438737620315,0.5209263385793879
BAR,rain,7,184,0.3477068954916502,0.5439422773901755
BAR,rain,8,184,0.3333786808451068,0.5591090637059064
BAR,rain,9,184,0.3040609168245457,0.5625440460584665
BAR,rain,10,184,0.29259755717550046,0.5335621069347718
BAR,rain,11,184,0.269076831058061,0.5181809978234633
BAR,rain,12,183,0.22082423940341556,0.494753956354198
CHA,rain,0,184,0.21823134519464157,0.22068018566159242
CHA,rain,1,184,0.2578336166720264,0.29140421789858556
CHA,rain,2,184,0.27287408100277766,0.3569369610455873
CHA,rain,3,184,0.31712740792951505,0.4333762488247535
CHA,rain,4,184,0.3610706200102619,0.5117382953248485
CHA,rain,5,184,0.3916999471893562,0.569727511423564
CHA,rain,6,184,0.4302914750096108,0.6175174507468014
CHA,rain,7,184,0.433827209952422,0.6516280162617255
CHA,rain,8,184,0.4290399108902508,0.6963968499818383
CHA,rain,9,184,0.3971090928272049,0.7012957450929597
CHA,rain,10,184,0.37208098644345805,0.6867605713015601
CHA,rain,11,184,0.3491504334559397,0.6651675308694515
CHA,rain,12,183,0.3047854053050384,0.6439207071000298
DHA_DIV,rain,0,184,0.21460222648536129,0.22462613141927534
DHA_DIV,rain,1,184,0.24417418020821685,0.30662828136870546
DHA_DIV,rain,2,184,0.272250624476408,0.365335594715481
DHA_DIV,rain,3,184,0.32323248637320307,0.44134001502180464
DHA_DIV,rain,4,184,0.383124467885781,0.5177177964522307
DHA_DIV,rain,5,184,0.42910898282061466,0.5828691629632041
DHA_DIV,rain,6,184,0.4524857370547288,0.6371469581583786
DHA_DIV,rain,7,184,0.4402497311002051,0.677105076317057
DHA_DIV,rain,8,184,0.42516074345347804,0.7042884523162981
DHA_DIV,rain,9,184,0.39849535407992415,0.7018031054013858
DHA_DIV,rain,10,184,0.38220622233867285,0.6770632060615472
DHA_DIV,rain,11,184,0.36799936121410354,0.6682122064338855
DHA_DIV,rain,12,183,0.3368563819301474,0.6484055438855124
DHA_METRO,rain,0,184,0.2214087843553752,0.24807015307378114
DHA_METRO,rain,1,184,0.24952397577811147,0.32999990542714847
DHA_METRO,rain,2,184,0.284025205677817,0.39721461301821803
DHA_METRO,rain,3,184,0.3361545051039949,0.4690244772925889
DHA_METRO,rain,4,184,0.39628184849690473,0.5370095285333352
DHA_METRO,rain,5,184,0.4214440838459418,0.5986050810948441
DHA_METRO,rain,6,184,0.42368595073303883,0.6480996325476727
DHA_METRO,rain,7,184,0.40416286471899593,0.680285768402758
DHA_METRO,rain,8,184,0.38797250623380924,0.7083803213625126
DHA_METRO,rain,9,184,0.36251418564460186,0.6994309852897623
DHA_METRO,rain,10,184,0.34732573315186016,0.670845995129376
DHA_METRO,rain,11,184,0.3252755638223353,0.6474797739671319
DHA_METRO,rain,12,183,0.2941673257887737,0.6272519837122613
KHU,rain,0,184,0.08921060419783468,0.09950494717276867
KHU,rain,1,184,0.13289166725140358,0.1757809885694807
KHU,rain,2,184,0.19120886626514078,0.2539977337041348
KHU,rain,3,184,0.23465052132092318,0.3431825053040226
KHU,rain,4,184,0.2908560517143125,0.4035441410965262
KHU,rain,5,184,0.35778687479793697,0.47770160867500366
KHU,rain,6,184,0.39874847159344157,0.516726969664737
KHU,rain,7,184,0.4151904505085489,0.5824687934376572
KHU,rain,8,184,0.43259084493593464,0.6294700520678503
KHU,rain,9,184,0.41616398945613176,0.6234969165327433
KHU,rain,10,184,0.4129689630502652,0.6384401396523903
KHU,rain,11,184,0.4066768342980526,0.639488227637446
KHU,rain,12,183,0.38584749591039036,0.626962164051886
MYM,rain,0,184,0.12411293215719585,0.10573387959687923
MYM,rain,1,184,0.13821909709894323,0.1737589027380848
MYM,rain,2,184,0.16976627447023135,0.24653567018244554
MYM,rain,3,184,0.22829181532959184,0.3413642769301598
MYM,rain,4,184,0.28732146129178565,0.4062589478813875
MYM,rain,5,184,0.3511590214734027,0.47510423734410506
MYM,rain,6,184,0.38343971144906946,0.523425107122174
MYM,rain,7,184,0.3641197130159251,0.5791699920502871
MYM,rain,8,184,0.35152642258726696,0.6028795684804622
MYM,rain,9,184,0.335076564062504,0.6269066601119887
MYM,rain,10,184,0.32755638177329355,0.6281544561319334
MYM,rain,11,184,0.33021313427332877,0.6148091373336729
MYM,rain,12,183,0.3262490532569329,0.6078764354885076
RAJ,rain,0,184,0.09990297487887446,-0.011906604761781852
RAJ,rain,1,184,0.12417672313515356,0.06642682843056526
RAJ,rain,2,184,0.1884096108652457,0.1419072118843839
RAJ,rain,3,184,0.23198819971482412,0.21839863931015877
RAJ,rain,4,184,0.3071928348643907,0.3041346933301341
RAJ,rain,5,184,0.36983059151260705,0.39275070109781085
RAJ,rain,6,184,0.42057687953611345,0.4674211287070264
RAJ,rain,7,184,0.43414285621109455,0.534767775320903
RAJ,rain,8,184,0.4171828340757841,0.5530095133587543
RAJ,rain,9,184,0.38603592837983325,0.5449193577426129
RAJ,rain,10,184,0.36691663857092965,0.5407871808490892
RAJ,rain,11,184,0.3538297599169966,0.5696702189834796
RAJ,rain,12,183,0.34542546427278953,0.5573510374539643
RAN,rain,0,184,0.1131979211709677,0.11897349487987473
RAN,rain,1,184,0.11569716725272684,0.18776765554982994
